repository,pr_number,expected_outcome,period,period_start_date,period_end_date,created_at,html_url,repository_summary,title_summary,body_summary,state_summary,draft_summary,author_login_summary,author_association_summary,created_at_summary,updated_at_summary,closed_at_summary,merged_at_summary,target_branch_summary,source_branch_summary,html_url_summary,labels_summary,was_merged_summary,merge_target_summary,outcome_label_summary,additions_summary,deletions_summary,changed_files_summary,commit_count_summary,raw_data_available_summary,repository_detail,title_detail,body_detail,html_url_detail,author_login_detail,author_association_detail,state_detail,draft_detail,base_branch_detail,head_branch_detail,created_at_detail,updated_at_detail,closed_at_detail,merged_at_detail,was_merged_detail,resolution_hours_detail,merge_hours_detail,additions_detail,deletions_detail,total_changes_detail,changed_files_detail,commit_count_detail,title_length_detail,body_length_detail,body_word_count_detail,labels_detail,label_count_detail,requested_reviewers_detail,requested_reviewer_count_detail,file_records_returned_detail,test_files_changed_detail,documentation_files_changed_detail,configuration_files_changed_detail,security_sensitive_files_changed_detail,files_added_detail,files_modified_detail,files_removed_detail,files_renamed_detail,has_test_changes_detail,has_documentation_changes_detail,has_configuration_changes_detail,has_security_sensitive_changes_detail,expected_outcome_detail,period_detail,period_start_date_detail,period_end_date_detail,actual_outcome_detail,outcome_matches_selection_detail
pallets/flask,4190,Merged,2021-Q3,2021-07-01,2021-09-30,2021-07-07 07:29:05+00:00,https://github.com/pallets/flask/pull/4190,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Improve code example of api & jQuery docs,"The type attribute of script tag could be and is recommended to be omitted when it's of javascript, more details at <https://developer.mozilla.org/en-US/docs/Web/HTML/Element/script#attr-type>.",https://github.com/pallets/flask/pull/4190,yuxiaoy1,CONTRIBUTOR,closed,False,2.0.x,docs,2021-07-07 07:29:05+00:00,2021-08-21 00:02:56+00:00,2021-08-05 23:55:51+00:00,2021-08-05 23:55:51+00:00,True,712.4461111111111,712.4461111111111,4,5,9,2,2,41,193,22,"[""docs""]",1,[],0,2,0,2,0,0,0,2,0,0,False,True,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4196,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-07-09 16:57:12+00:00,https://github.com/pallets/flask/pull/4196,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Remove assumption that only us generate warnings.,"In `test_max_cookie_size`, it is assumed that only Flask warnings are generated. This assumption could be broken if any of Flask dependencies or Python built-in modules produce, say, a `DeprecationWarning`. This commit asserts only what we can control.",https://github.com/pallets/flask/pull/4196,postmasters,NONE,closed,False,main,patch-1,2021-07-09 16:57:12+00:00,2021-07-24 00:02:20+00:00,2021-07-09 17:02:04+00:00,,False,0.0811111111111111,,3,4,7,1,1,49,252,37,[],0,[],0,1,1,0,0,0,0,1,0,0,True,False,False,False,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
pallets/flask,4200,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-07-14 18:26:32+00:00,https://github.com/pallets/flask/pull/4200,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Add coverage intro,"only add a few sentences to make it more friendly to those who don't know ""coverage"" before.",https://github.com/pallets/flask/pull/4200,DayuanTan,NONE,closed,False,main,add_coverage_intro,2021-07-14 18:26:32+00:00,2021-07-29 00:02:25+00:00,2021-07-14 18:27:50+00:00,,False,0.0216666666666666,,9,0,9,1,3,18,92,17,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
pallets/flask,4209,Merged,2021-Q3,2021-07-01,2021-09-30,2021-08-01 08:04:23+00:00,https://github.com/pallets/flask/pull/4209,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Bump sphinx from 4.0.2 to 4.1.2,"[//]: # (dependabot-start)
⚠️  **Dependabot is rebasing this PR** ⚠️ 

Rebasing might not happen immediately, so don't worry if this takes some time.

Note: if you make any changes to this PR yourself, they will take precedence over the rebase.

---

[//]: # (dependabot-end)

Bumps [sphinx](https://github.com/sphinx-doc/sphinx) from 4.0.2 to 4.1.2.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/sphinx-doc/sphinx/blob/4.x/CHANGES"">sphinx's changelog</a>.</em></p>
<blockquote>
<h1>Release 4.1.2 (released Jul 27, 2021)</h1>
<h2>Incompatible changes</h2>
<ul>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9435"">#9435</a>: linkcheck: Disable checking automatically generated anchors on
github.com (ex. anchors in reST/Markdown documents)</li>
</ul>
<h2>Bugs fixed</h2>
<ul>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9489"">#9489</a>: autodoc: Custom types using <code>typing.NewType</code> are not displayed well
with the HEAD of 3.10</li>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9490"">#9490</a>: autodoc: Some objects under <code>typing</code> module are not displayed well
with the HEAD of 3.10</li>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9436"">#9436</a>, <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9471"">#9471</a>: autodoc: crashed if <code>autodoc_class_signature = &quot;separated&quot;</code></li>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9456"">#9456</a>: html search: html_copy_source can't control the search summaries</li>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9435"">#9435</a>: linkcheck: Failed to check anchors in github.com</li>
</ul>
<h1>Release 4.1.1 (released Jul 15, 2021)</h1>
<h2>Dependencies</h2>
<ul>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9434"">#9434</a>: sphinxcontrib-htmlhelp-2.0.0 or above</li>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9434"">#9434</a>: sphinxcontrib-serializinghtml-1.1.5 or above</li>
</ul>
<h2>Bugs fixed</h2>
<ul>
<li><a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9438"">#9438</a>: html: HTML logo or Favicon specified as file not being found on output</li>
</ul>
<h1>Release 4.1.0 (released Jul 12, 2021)</h1>
<h2>Dependencies</h2>
<ul>
<li>Support jinja2-3.0</li>
</ul>
<h2>Deprecated</h2>
<ul>
<li>The <code>app</code> argument of <code>sphinx.environment.BuildEnvironment</code> becomes
required</li>
<li><code>sphinx.application.Sphinx.html_theme</code></li>
<li><code>sphinx.ext.autosummary._app</code></li>
<li><code>sphinx.util.docstrings.extract_metadata()</code></li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/4ba5c21b0182557157710a457bed470d335f7571""><code>4ba5c21</code></a> Bump to 4.1.2 final</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/4dc45f0a3d7e1cd7a1df524c23e8883e7639e95a""><code>4dc45f0</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9494"">#9494</a> from tk0miya/9456_revert_9129</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/df562b4343aaa29163aefafe04906cb5bf7ffe83""><code>df562b4</code></a> Merge branch '4.1.x' into 9456_revert_9129</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/5d8f925e02e6ab339deb8a603a7355d46571c3e4""><code>5d8f925</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9493"">#9493</a> from tk0miya/9436_autodoc_class_signature</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/ef53dec9c59a2379b69416fdd45c163606237c94""><code>ef53dec</code></a> Fix <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9456"">#9456</a>: html search: html_copy_source can't control the search summaries</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/4f364a30bc6e3df96cf8e1d7dd1a0d2115c30f0b""><code>4f364a3</code></a> Fix <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9436"">#9436</a>, <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9471"">#9471</a>: autodoc: crashed if autodoc_class_signature = &quot;separated&quot;</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/9218ad4adc20297ab3d3591b0513604bf1e35631""><code>9218ad4</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9491"">#9491</a> from tk0miya/9489_NewType</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/68fb54806f2ce476159e5607fc303342c29e31be""><code>68fb548</code></a> Fix <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9490"">#9490</a>: autodoc: Some typing.* objects are broken</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/771507e073d46b12bcbdc56346a4ef06d2f653f5""><code>771507e</code></a> Fix <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9489"">#9489</a>: autodoc: Custom types using typing.NewType are broken</li>
<li><a href=""https://github.com/sphinx-doc/sphinx/commit/9ebdc987b08a52e857fee5a4099d64baadfae729""><code>9ebdc98</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/sphinx-doc/sphinx/issues/9467"">#9467</a> from tk0miya/9435_disable_rewrite_github_anchor</li>
<li>Additional commits viewable in <a href=""https://github.com/sphinx-doc/sphinx/compare/v4.0.2...v4.1.2"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=sphinx&package-manager=pip&previous-version=4.0.2&new-version=4.1.2)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",https://github.com/pallets/flask/pull/4209,dependabot[bot],CONTRIBUTOR,closed,False,main,dependabot/pip/sphinx-4.1.2,2021-08-01 08:04:23+00:00,2021-08-16 00:02:44+00:00,2021-08-01 08:51:06+00:00,2021-08-01 08:51:05+00:00,True,0.7786111111111111,0.7783333333333333,6,6,12,2,1,31,7516,574,"[""dependencies""]",1,[],0,2,0,0,0,0,0,2,0,0,False,False,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4221,Merged,2021-Q3,2021-07-01,2021-09-30,2021-08-05 06:36:30+00:00,https://github.com/pallets/flask/pull/4221,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,docs in quickstart.rst in use wrong variable name.,"quickstart.rts in File upload section in request file parameter variable name is ""file"". but file save with file name in secure_filename() function in use ""f"".
",https://github.com/pallets/flask/pull/4221,kaushikk25,CONTRIBUTOR,closed,False,2.0.x,patch-1,2021-08-05 06:36:30+00:00,2021-08-21 00:02:55+00:00,2021-08-05 15:55:28+00:00,2021-08-05 15:55:28+00:00,True,9.31611111111111,9.31611111111111,1,1,2,1,1,50,159,25,"[""docs""]",1,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4223,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-08-05 20:50:09+00:00,https://github.com/pallets/flask/pull/4223,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Add support for a `FLASK_RUN_EXTRA_FILES` config variable.,"This commit adds support for a `FLASK_RUN_EXTRA_FILES=[]` config variable to specify other files to watch. 

It amends the two methods of running the app (`flask run` & `app.run()`) to pass this config variable to the `extra_files` argument of the `run_server()` function. 

Open to other implementation suggestions.

- fixes #4222

## Testing
I'm not sure the right way to add this to the testing suite, and am grateful for any direction. That said, here's a minimal reproducible example to test. 

1) Create two files: `main.py` and `test.txt`
```python
# main.py
from flask import Flask

app = Flask(__name__)

#app.config['FLASK_RUN_EXTRA_FILES'] = [""test.txt""]

if __name__ == ""__main__"":
	app.run(debug=1)
```

```
# test.txt
test
```

2) Run the server with the config variable declaration commented out. Verify that the server does not reload when you change `test.txt`.

3) Stop the server.

4) Uncomment the config variable declaration in `main.py`.

5) Run the server and verify that the server now does reload when you change `test.txt`. 



<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [x] Add or update relevant docs, in the docs folder and in code.
- [x] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [x] Add `.. versionchanged::` entries in any relevant code docs.
- [x] Run `pre-commit` hooks and fix any issues.
- [x] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/4223,graydenshand,NONE,closed,False,main,main,2021-08-05 20:50:09+00:00,2021-08-20 00:02:43+00:00,2021-08-05 20:59:05+00:00,,False,0.1488888888888888,,21,0,21,4,3,58,1705,267,[],0,[],0,4,0,2,0,0,0,4,0,0,False,True,False,False,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
pallets/flask,4234,Merged,2021-Q3,2021-07-01,2021-09-30,2021-08-13 11:19:18+00:00,https://github.com/pallets/flask/pull/4234,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Remove the mention of Flask-Uploads in the uploading docs,"The alternative of #4233, see that PR for more details.",https://github.com/pallets/flask/pull/4234,greyli,CONTRIBUTOR,closed,False,2.0.x,upload-docs,2021-08-13 11:19:18+00:00,2021-08-29 00:02:50+00:00,2021-08-14 12:21:11+00:00,2021-08-14 12:21:11+00:00,True,25.031388888888888,25.031388888888888,3,4,7,1,1,57,55,10,"[""docs""]",1,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4237,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-08-15 09:21:18+00:00,https://github.com/pallets/flask/pull/4237,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,fix issue 3396,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [x] I did tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [x] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [x] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/4237,Rohan-Salwan,CONTRIBUTOR,closed,False,2.0.x,issue3396,2021-08-15 09:21:18+00:00,2021-08-30 00:02:59+00:00,2021-08-15 09:22:50+00:00,,False,0.0255555555555555,,16,5,21,2,1,14,1001,172,[],0,[],0,2,0,1,0,0,0,2,0,0,False,True,False,False,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
pallets/flask,4250,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-08-29 17:26:59+00:00,https://github.com/pallets/flask/pull/4250,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Deleted types in `__exit__` methods,"I deleted type-hints in `__exit__` methods, but i get error: `error: unused 'type: ignore' comment`. This is need to be fixed?

Checklist:

- [x] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [x] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/4250,Yourun-proger,CONTRIBUTOR,closed,False,2.0.x,remove_type_hints,2021-08-29 17:26:59+00:00,2021-09-13 00:03:07+00:00,2021-08-29 20:12:31+00:00,,False,2.758888888888889,,4,11,15,3,1,35,326,56,[],0,[],0,3,0,1,0,0,0,3,0,0,False,True,False,False,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
pallets/flask,4254,Merged,2021-Q3,2021-07-01,2021-09-30,2021-09-01 08:03:33+00:00,https://github.com/pallets/flask/pull/4254,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Bump tox from 3.24.1 to 3.24.3,"[//]: # (dependabot-start)
⚠️  **Dependabot is rebasing this PR** ⚠️ 

Rebasing might not happen immediately, so don't worry if this takes some time.

Note: if you make any changes to this PR yourself, they will take precedence over the rebase.

---

[//]: # (dependabot-end)

Bumps [tox](https://github.com/tox-dev/tox) from 3.24.1 to 3.24.3.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/tox-dev/tox/blob/master/docs/changelog.rst"">tox's changelog</a>.</em></p>
<blockquote>
<h2>v3.24.3 (2021-08-21)</h2>
<p>Bugfixes
^^^^^^^^</p>
<ul>
<li><code>--parallel</code> reports now show ASCII OK/FAIL/SKIP lines when full Unicode output is not available - by :user:<code>brettcs</code>
<code>[#1421](https://github.com/tox-dev/tox/issues/1421) &lt;https://github.com/tox-dev/tox/issues/1421&gt;</code>_</li>
</ul>
<p>Miscellaneous
^^^^^^^^^^^^^</p>
<ul>
<li>Started enforcing valid references in Sphinx docs -- :user:<code>webknjaz</code>
<code>[#2168](https://github.com/tox-dev/tox/issues/2168) &lt;https://github.com/tox-dev/tox/issues/2168&gt;</code>_</li>
</ul>
<h2>v3.24.2 (2021-08-18)</h2>
<p>Bugfixes
^^^^^^^^</p>
<ul>
<li>include <code>LC_ALL</code> to implicit list of passenv variables - by :user:<code>ssbarnea</code>
<code>[#2162](https://github.com/tox-dev/tox/issues/2162) &lt;https://github.com/tox-dev/tox/issues/2162&gt;</code>_</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/tox-dev/tox/commit/db3149ecd44c0b03418386074a3b07de2914a14d""><code>db3149e</code></a> release 3.24.3</li>
<li><a href=""https://github.com/tox-dev/tox/commit/8f5ca1165749efd71d4d3afc19285a9257fe1279""><code>8f5ca11</code></a> ASCII output for --parallel report lines (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2164"">#2164</a>)</li>
<li><a href=""https://github.com/tox-dev/tox/commit/e1f1826d0533c3b45cbe72c9210ae0cca3ad2181""><code>e1f1826</code></a> ♲ Fix the rendering of PR templates (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2169"">#2169</a>)</li>
<li><a href=""https://github.com/tox-dev/tox/commit/3dbc21f47ed2fe07dce09770e02e692e1c0e3045""><code>3dbc21f</code></a> 📝 Make Sphinx strict about broken references (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2168"">#2168</a>)</li>
<li><a href=""https://github.com/tox-dev/tox/commit/63c98c2ff2bf6506499ed73e8c0806df79351951""><code>63c98c2</code></a> 📝 Document when <code>{tty}</code> was added (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2166"">#2166</a>)</li>
<li><a href=""https://github.com/tox-dev/tox/commit/29a1ca98b5f6fc9d6adf4200c2fb566a0319cd65""><code>29a1ca9</code></a> 🐛 Fix the last version+date underline in changelog (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2165"">#2165</a>)</li>
<li><a href=""https://github.com/tox-dev/tox/commit/8c8a29e34886f45f7e3b86dc62a1723aa14fd369""><code>8c8a29e</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2163"">#2163</a> from tox-dev/release-3.24.2</li>
<li><a href=""https://github.com/tox-dev/tox/commit/3dc01d5c0f3ec51583de6c990107f12c608d82f6""><code>3dc01d5</code></a> release 3.24.2</li>
<li><a href=""https://github.com/tox-dev/tox/commit/bb609f5acfc580588925367b00533bf808e9d4c1""><code>bb609f5</code></a> Add LC_ALL to implicit tox passenv (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2162"">#2162</a>)</li>
<li><a href=""https://github.com/tox-dev/tox/commit/8ded7b72cb7dbb8da3a3eccfe6f9a099edbcde5f""><code>8ded7b7</code></a> [pre-commit.ci] pre-commit autoupdate (<a href=""https://github-redirect.dependabot.com/tox-dev/tox/issues/2149"">#2149</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/tox-dev/tox/compare/3.24.1...3.24.3"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=tox&package-manager=pip&previous-version=3.24.1&new-version=3.24.3)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",https://github.com/pallets/flask/pull/4254,dependabot[bot],CONTRIBUTOR,closed,False,main,dependabot/pip/tox-3.24.3,2021-09-01 08:03:33+00:00,2021-09-16 00:03:17+00:00,2021-09-01 08:40:46+00:00,2021-09-01 08:40:46+00:00,True,0.6202777777777778,0.6202777777777778,1,1,2,1,1,30,5688,463,"[""dependencies""]",1,[],0,1,0,0,0,0,0,1,0,0,False,False,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4263,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-09-10 15:11:44+00:00,https://github.com/pallets/flask/pull/4263,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Extending FlaskClient can override follow_redirects,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- Fixed #3396

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [x] I did tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [x] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [x] Run `pre-commit` hooks and fix any issues.
- [x] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/4263,Rohan-Salwan,CONTRIBUTOR,closed,False,2.0.x,issue3396,2021-09-10 15:11:44+00:00,2022-02-24 00:04:47+00:00,2022-02-09 19:23:49+00:00,,False,3652.2013888888887,,16,9,25,2,5,51,991,170,[],0,[],0,2,0,1,0,0,0,2,0,0,False,True,False,False,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
pallets/flask,4266,Merged,2021-Q3,2021-07-01,2021-09-30,2021-09-14 16:30:35+00:00,https://github.com/pallets/flask/pull/4266,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,fix: typo docs/debugging.rst:72,"docs/debugging.rst:72: controled ==> controlled

Replaces: #4264 ",https://github.com/pallets/flask/pull/4266,kkirsche,CONTRIBUTOR,closed,False,2.0.x,patch-1,2021-09-14 16:30:35+00:00,2021-09-30 00:03:12+00:00,2021-09-15 00:50:08+00:00,2021-09-15 00:50:08+00:00,True,8.325833333333334,8.325833333333334,1,1,2,1,1,31,66,6,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4271,Merged,2021-Q3,2021-07-01,2021-09-30,2021-09-27 08:49:50+00:00,https://github.com/pallets/flask/pull/4271,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,DOC: Fix broken link to Flask-WTF,"The link to Flask-WTF is broken in the current online documentation. Simple change of the URL is needed.

- fixes #4270
",https://github.com/pallets/flask/pull/4271,KPLauritzen,CONTRIBUTOR,closed,False,2.0.x,b/broken-link-flaskwtf,2021-09-27 08:49:50+00:00,2021-10-16 00:03:08+00:00,2021-10-01 16:59:35+00:00,2021-10-01 16:59:34+00:00,True,104.1625,104.16222222222224,1,1,2,1,1,33,121,21,"[""docs""]",1,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2021-Q3,2021-07-01,2021-09-30,Merged,True
pallets/flask,4272,Closed without merge,2021-Q3,2021-07-01,2021-09-30,2021-09-29 08:39:15+00:00,https://github.com/pallets/flask/pull/4272,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,docs/debugging.rst typo fix,"`docs/debugging.rst` typo fixed: controled -> controlled



Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [x] Run `pre-commit` hooks and fix any issues.
- [x] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/4272,axiaoxin,NONE,closed,False,main,docs-typo-fix,2021-09-29 08:39:15+00:00,2021-10-14 00:03:10+00:00,2021-09-29 12:11:11+00:00,,False,3.5322222222222224,,27207,18685,45892,377,2701,27,504,87,[],0,[],0,377,66,132,14,13,148,66,143,20,True,True,True,True,Closed without merge,2021-Q3,2021-07-01,2021-09-30,Closed without merge,True
