pr_number,policy_risk_score,policy_risk_band,triggered_rule_count,critical_rule_count,high_rule_count,triggered_rules,triggered_categories,recommended_actions,manual_review_required
3683,0,Low,0,0,0,,,,False
3686,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3690,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
3698,0,Low,0,0,0,,,,False
3699,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3703,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3709,70,Critical,5,0,2,PR002 | PR003 | PR008 | PR011 | PR012,Complexity | Documentation | Governance | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3716,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3728,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3732,0,Low,0,0,0,,,,False
3733,100,Critical,6,1,3,PR002 | PR003 | PR005 | PR006 | PR011 | PR012,Complexity | Documentation | Governance | Security | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3737,88,Critical,4,1,3,PR003 | PR005 | PR006 | PR011,Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval.",True
3742,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3748,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
3756,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3757,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3771,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3772,0,Low,0,0,0,,,,False
3773,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3774,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3778,0,Low,0,0,0,,,,False
3784,0,Low,0,0,0,,,,False
3785,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3790,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3793,0,Low,0,0,0,,,,False
3798,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3802,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3804,0,Low,0,0,0,,,,False
3807,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3812,60,High,4,0,2,PR003 | PR007 | PR011 | PR012,Complexity | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3816,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3819,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3823,66,High,5,0,2,PR001 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3824,0,Low,0,0,0,,,,False
3828,40,High,3,0,1,PR008 | PR011 | PR012,Complexity | Governance,Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.,True
3836,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
3850,0,Low,0,0,0,,,,False
3854,78,Critical,5,0,3,PR001 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
3855,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3858,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3859,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3868,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3876,96,Critical,7,0,3,PR002 | PR005 | PR007 | PR009 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Security,"Expand the description with implementation context, testing evidence and reviewer guidance. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3880,0,Low,0,0,0,,,,False
3887,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3891,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3895,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3896,0,Low,0,0,0,,,,False
3897,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3907,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3910,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3920,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3922,78,Critical,5,0,3,PR001 | PR003 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3924,0,Low,0,0,0,,,,False
3932,0,Low,0,0,0,,,,False
3940,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3943,78,Critical,5,0,3,PR001 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
3946,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3951,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3952,78,Critical,5,0,3,PR001 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
3971,50,High,4,0,1,PR002 | PR003 | PR004 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
3975,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
3982,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
3989,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4011,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4013,68,High,5,0,2,PR002 | PR003 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4033,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4047,50,High,3,0,2,PR003 | PR007 | PR011,Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
4070,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4071,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4100,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
4111,0,Low,0,0,0,,,,False
4133,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4139,98,Critical,5,1,3,PR003 | PR005 | PR006 | PR011 | PR012,Complexity | Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4173,100,Critical,8,1,4,PR002 | PR003 | PR004 | PR005 | PR006 | PR009 | PR011 | PR012,Complexity | Documentation | Governance | Security | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Split the PR where practical and require a structured review plan before approval. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4175,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4181,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4184,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4186,0,Low,0,0,0,,,,False
4190,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4196,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4200,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4209,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4221,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4223,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4234,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4237,0,Low,0,0,0,,,,False
4250,0,Low,0,0,0,,,,False
4254,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4263,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4266,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4271,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4272,88,Critical,6,0,3,PR005 | PR007 | PR009 | PR010 | PR011 | PR012,Complexity | Governance | Operations | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4274,76,Critical,6,0,2,PR002 | PR003 | PR007 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4276,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4281,0,Low,0,0,0,,,,False
4283,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4287,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
4298,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4304,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4319,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4324,0,Low,0,0,0,,,,False
4326,88,Critical,6,0,3,PR001 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4335,46,High,4,0,1,PR002 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations,"Expand the description with implementation context, testing evidence and reviewer guidance. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4343,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4358,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4363,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4368,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4374,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4382,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4394,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4397,98,Critical,5,1,3,PR003 | PR005 | PR006 | PR011 | PR012,Complexity | Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4399,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4401,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4405,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4412,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4415,98,Critical,5,1,3,PR003 | PR005 | PR006 | PR011 | PR012,Complexity | Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4432,0,Low,0,0,0,,,,False
4435,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4437,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4439,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4445,22,Moderate,1,0,1,PR003,Testing,"Add or update automated tests, or document why additional tests are not required.",False
4461,0,Low,0,0,0,,,,False
4463,0,Low,0,0,0,,,,False
4469,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4479,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4491,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4497,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4506,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4511,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4513,68,High,5,0,2,PR002 | PR003 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4515,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4522,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4534,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4540,0,Low,0,0,0,,,,False
4560,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4577,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4591,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4598,0,Low,0,0,0,,,,False
4610,38,Moderate,3,0,1,PR007 | PR011 | PR012,Complexity | Governance | Operations,"Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4623,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4624,48,High,4,0,1,PR002 | PR008 | PR011 | PR012,Complexity | Documentation | Governance,"Expand the description with implementation context, testing evidence and reviewer guidance. | Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4631,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4640,0,Low,0,0,0,,,,False
4645,48,High,3,0,2,PR005 | PR011 | PR012,Complexity | Governance | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4648,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4657,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
4662,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4665,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4673,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
4675,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4678,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4685,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
4694,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
4698,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4721,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
4748,62,High,4,0,2,PR003 | PR008 | PR011 | PR012,Complexity | Governance | Testing,"Add or update automated tests, or document why additional tests are not required. | Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4752,0,Low,0,0,0,,,,False
4758,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4764,0,Low,0,0,0,,,,False
4768,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4781,0,Low,0,0,0,,,,False
4783,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4797,0,Low,0,0,0,,,,False
4809,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4821,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4829,0,Low,0,0,0,,,,False
4833,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4835,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4843,0,Low,0,0,0,,,,False
4847,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4855,46,High,4,0,1,PR007 | PR010 | PR011 | PR012,Complexity | Governance | Operations,"Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4859,56,High,4,0,2,PR002 | PR005 | PR011 | PR012,Complexity | Documentation | Governance | Security,"Expand the description with implementation context, testing evidence and reviewer guidance. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
